EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,COMNAME_LIST,CAT_LIST,CLIZ_LIST,SYNO_LIST,PLAT_LIST,LISPA_LIST,TEXTR_LIST,FERR_LIST,TOXR_LIST,DRAR_LIST,HABI_LIST,LIFO_LIST,PHYS_LIST,PROSY_LIST,INTRI_LIST,ABITOL_LIST,ABISUS_LIST,PHOTO_LIST,PHOTO_DESC,TEXT_LIST,TEXT_DESC,DRA_LIST,DRA_DESC,SALR_LIST,SALR_DESC,FER_LIST,FER_DESC,TOX_LIST,TOX_DESC,DEPR_LIST,DEPR_DESC,IS_DROUGHT_TOLERANT,IS_DROUGHT_SUSCEPTIBLE,IS_FIRE_TOLERANT,IS_FIRE_SUSCEPTIBLE,IS_SALINE_TOLERANT,IS_SALINE_INTOLERANT,IS_MULTIPLE_PHOTO_PERIODS,SOIL_TEXTURE_FLEXIBILITY_SCORE,IS_SOIL_TEXTURE_TOLERANT,IS_HIGH_TEMPERATURE_TOLERANT,IS_LOW_TEMPERATURE_TOLERANT,GROWTH_CYCLE_DAYS,IS_FAST_CYCLE,PRECIP_RANGE_WIDTH,IS_WIDE_PRECIP_TOLERANCE,PH_RANGE_WIDTH,IS_PH_FLEXIBLE,TEMP_RANGE_WIDTH,IS_TEMP_FLEXIBLE,CLIZ_ZONE_COUNT,HAS_MULTIPLE_COMMON_NAMES,IS_SHALLOW_ROOTED,IS_SHORT_DAY,CLIMATE_ADAPT_SCORE,SOIL_ADAPT_SCORE,WATER_ADAPT_SCORE,ADAPTABILITY_SCORE,ADAPTABILITY_LABEL
1708,Pinus taeda,L.,Pinopsida:Pinaceae,,"loblolly pine, Rosemary pine, oldfield pine, black slash pine, cornstalk pine, longshucks pine, Indian pine, frankincense pine",tree,erect,perennial,"evergreen, single stem","ornamentals/turf, forest/wood, environmental",,20.0,25.0,10.0,29.0,1300.0,1900.0,900.0,2200.0,4.5,5.5,4.0,6.5,28.0,28.0,39.0,39.0,2700.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",moderate,moderate,nan,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-5.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), subtropical dry winter (Cw)",,,,,300.0,365.0,"['loblolly pine', 'rosemary pine', 'oldfield pine', 'black slash pine', 'cornstalk pine', 'longshucks pine', 'indian pine', 'frankincense pine']","['ornamentals/turf', 'forest/wood', 'environmental']","['subtropical humid (cf)', 'subtropical dry winter (cw)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],['tree'],"['evergreen', 'single stem']",[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['heavy', 'medium', 'light']","['heavy', 'medium', 'light']","['poorly', 'well']","['poorly (saturated >50% of year)', 'well (dry spells)']",['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,65.0,True,1300.0,False,2.5,True,19.0,False,0,False,False,False,0.32666666666666666,0.6111111111111112,0.0,0.345,Very Low
1763,Pogostemon cablin,Benth.,Magnoliopsida:Asteridae:Lamiales:Labiatae,Pogostemon patchouli,patchouli,shrub,erect,perennial,multi stem,"materials, medicinals & aromatic, environmental",grown on small scale,23.0,28.0,16.0,32.0,2200.0,2600.0,2000.0,2800.0,6.0,6.5,5.5,7.0,5.0,5.0,20.0,20.0,2000.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),"medium, organic","heavy, medium",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),5.0,5.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,180.0,365.0,['patchouli'],"['materials', 'medicinals & aromatic', 'environmental']","['tropical wet & dry (aw)', 'tropical wet (ar)']",['pogostemon patchouli'],['grown on small scale'],['perennial'],"['heavy', 'medium']",['moderate'],[],['well (dry spells)'],['erect'],['shrub'],['multi stem'],[],[],[],[],['short day'],['short day (<12 hours)'],"['medium', 'organic']","['medium', 'organic']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,False,185.0,False,800.0,False,1.5,False,16.0,False,0,False,False,False,0.10666666666666666,0.16666666666666666,0.0,0.101,Very Low
1793,Prosopis alba,Griseb.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"semi evergreen, single stem","forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed",,10.0,20.0,7.0,28.0,200.0,500.0,100.0,700.0,5.0,6.5,4.5,7.0,10.0,10.0,17.0,17.0,1000.0,very bright,very bright,very bright,very bright,deep (>>150 cm),medium (50-150 cm),light,"heavy, medium, light",high,moderate,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),-6.0,-1.0,nan,"desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)",,,can become a weed,,365.0,365.0,[],"['forage/pasture', 'fruits & nuts', 'materials', 'ornamentals/turf', 'medicinals & aromatic', 'forest/wood', 'environmental', 'weed']","['desert or arid (bw)', 'steppe or semiarid (bs)', 'subtropical dry summer (cs)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['moderate'],[],['well (dry spells)'],['erect'],['tree'],"['semi evergreen', 'single stem']",[],['can become a weed'],[],[],['nan'],['nan'],['light'],['light'],['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,0.0,True,600.0,False,2.5,True,21.0,True,0,False,False,False,0.54,0.6111111111111112,0.0,0.43,Low
1796,Prunus persica,(L.)Batsch,Magnoliopsida:Rosidae:Rosales:Rosaceae,"Prunus persicae Stokes, Prunus persica Stokes, Amygdalus persica Linn.","peach, p�che, melocoton, pesca, Pfirsich, pessego, Semen Persicae, red Ceylon peach, bonanza peach, clingstone peach, freestone peach, red haven peach, Rio Oso gem peach","shrub, tree",erect,perennial,"deciduous, single stem, multi stem","fruits & nuts, ornamentals/turf, environmental",grown on large scale,20.0,33.0,7.0,35.0,900.0,1100.0,750.0,1600.0,5.5,6.3,4.5,7.5,30.0,30.0,50.0,50.0,1000.0,very bright,very bright,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-5.0,-5.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), subtropical dry summer (Cs)",,,,"home garden, small scale (manual)",240.0,270.0,"['peach', 'pche', 'melocoton', 'pesca', 'pfirsich', 'pessego', 'semen persicae', 'red ceylon peach', 'bonanza peach', 'clingstone peach', 'freestone peach', 'red haven peach', 'rio oso gem peach']","['fruits & nuts', 'ornamentals/turf', 'environmental']","['subtropical humid (cf)', 'subtropical dry summer (cs)']","['prunus persicae stokes', 'prunus persica stokes', 'amygdalus persica linn.']",['grown on large scale'],['perennial'],"['heavy', 'medium', 'light']",['moderate'],[],['well (dry spells)'],['erect'],"['shrub', 'tree']","['deciduous', 'single stem', 'multi stem']","['home garden', 'small scale (manual)']",[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,30.0,True,850.0,False,3.0,True,28.0,True,0,False,False,False,0.5866666666666667,0.6666666666666666,0.0,0.468,Low
1877,Rubus idaeus ssp. idaeus,L.,Magnoliopsida:Rosidae:Rosales:Rosaceae,"Rubus idaeus ssp. idaeus L., Rubus idaeus ssp. vulgatus Arrhen., 1839","European raspberry, red garden raspberry, red raspberry, hindberry, rasberry, raspberry, hindb�r, frambuesa, framboise, framboeza, sarca-ideia, Himbeere, Rubi idaei folium",sub-shrub,erect,perennial,"deciduous, multi stem","fruits & nuts, medicinals & aromatic","grown on large scale, grown on small scale, harvested from wild",17.0,23.0,5.0,28.0,800.0,1200.0,300.0,1700.0,5.5,6.5,4.5,7.8,44.0,41.0,64.0,66.0,1500.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"medium, organic","medium, light",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-35.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)",,,,"home garden, small scale (manual)",120.0,180.0,"['european raspberry', 'red garden raspberry', 'red raspberry', 'hindberry', 'rasberry', 'raspberry', 'hindbr', 'frambuesa', 'framboise', 'framboeza', 'sarca-ideia', 'himbeere', 'rubi idaei folium']","['fruits & nuts', 'medicinals & aromatic']","['steppe or semiarid (bs)', 'temperate oceanic (do)', 'temperate continental (dc)', 'temperate with humid winters (df)', 'temperate with dry winters (dw)', 'boreal (e)']","['rubus idaeus ssp. idaeus l.', 'rubus idaeus ssp. vulgatus arrhen.', '1839']","['grown on large scale', 'grown on small scale', 'harvested from wild']",['perennial'],"['medium', 'light']",['moderate'],[],['well (dry spells)'],['erect'],['sub-shrub'],"['deciduous', 'multi stem']","['home garden', 'small scale (manual)']",[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'organic']","['medium', 'organic']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,60.0,True,1400.0,False,3.3,True,23.0,True,0,False,False,False,0.5533333333333333,0.6666666666666666,0.0,0.455,Low
1990,Sorghum X almum,Parodi,Liliopsida:Commelinidae:Cyperales:Gramineae,,"Columbus grass, almum sorghum",grass,erect,perennial,multi stem,"forage/pasture, weed",,19.0,26.0,15.0,35.0,500.0,800.0,200.0,2000.0,5.5,7.0,5.0,8.5,25.0,25.0,30.0,30.0,700.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",high,low,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-4.0,0.0,short day (<12 hours),"desert or arid (Bw), steppe or semiarid (Bs), subtropical dry winter (Cw), temperate oceanic (Do)",,,can become a weed,,80.0,120.0,"['columbus grass', 'almum sorghum']","['forage/pasture', 'weed']","['desert or arid (bw)', 'steppe or semiarid (bs)', 'subtropical dry winter (cw)', 'temperate oceanic (do)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],['can become a weed'],[],[],['short day'],['short day (<12 hours)'],"['heavy', 'medium']","['heavy', 'medium']",['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,False,40.0,True,1800.0,True,3.5,True,20.0,True,0,False,False,False,0.3333333333333333,0.6666666666666666,0.5,0.492,Low
2054,Tectona grandis,L. f.,Magnoliopsida:Asteridae:Lamiales:Verbenaceae,,"teak, tiki",tree,erect,perennial,"deciduous, single stem","ornamentals/turf, medicinals & aromatic, forest/wood, environmental",grown on large scale,22.0,32.0,14.0,43.0,1200.0,3000.0,500.0,4000.0,6.0,7.5,4.5,8.5,10.0,10.0,25.0,25.0,1200.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),3.0,3.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs)",fire,wind,mono culture may cause erosion problems,,180.0,270.0,"['teak', 'tiki']","['ornamentals/turf', 'medicinals & aromatic', 'forest/wood', 'environmental']","['tropical wet & dry (aw)', 'tropical wet (ar)', 'steppe or semiarid (bs)']",[],['grown on large scale'],['perennial'],"['heavy', 'medium']",['moderate'],[],['well (dry spells)'],['erect'],['tree'],"['deciduous', 'single stem']",[],['mono culture may cause erosion problems'],['fire'],['wind'],['short day'],['short day (<12 hours)'],['medium'],['medium'],['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,False,90.0,True,3500.0,True,4.0,True,29.0,True,0,False,False,False,0.5933333333333334,0.6666666666666666,0.5,0.596,Low
2090,Toona australis,,Magnoliopsida:Rosidae:Sapindales:Meliaceae,,,tree,erect,perennial,"deciduous, single stem",forest/wood,,18.0,28.0,8.0,36.0,1200.0,3000.0,800.0,3800.0,5.5,6.5,4.5,7.0,13.0,13.0,35.0,35.0,1300.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-2.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf)",,,,,180.0,300.0,[],['forest/wood'],"['tropical wet & dry (aw)', 'subtropical humid (cf)']",[],[],['perennial'],"['medium', 'light']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],['tree'],"['deciduous', 'single stem']",[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,120.0,False,3000.0,True,2.5,True,28.0,True,0,False,False,False,0.5866666666666667,0.6111111111111112,0.5,0.574,Low
2095,Trema orientalis,(L.) Bl.,Magnoliopsida:Dilleniidae:Urticales:Ulmaceae,,"charcoal tree, gun-powder tree, mpesi, menarong, bulasisi, corgul",tree,erect,perennial,"evergreen, single stem","materials, forest/wood, environmental",grown on small scale,15.0,27.0,8.0,34.0,1500.0,3000.0,1000.0,4000.0,5.5,6.5,4.5,7.5,5.0,5.0,30.0,35.0,2500.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light, wide, organic","heavy, medium, light, wide, organic",high,low,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-2.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,flooding,,,180.0,300.0,"['charcoal tree', 'gun-powder tree', 'mpesi', 'menarong', 'bulasisi', 'corgul']","['materials', 'forest/wood', 'environmental']","['tropical wet & dry (aw)', 'tropical wet (ar)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)']",[],['grown on small scale'],['perennial'],"['heavy', 'medium', 'light', 'wide', 'organic']",['low'],[],"['poorly (saturated >50% of year)', 'well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['tree'],"['evergreen', 'single stem']",[],[],[],['flooding'],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['heavy', 'medium', 'light', 'wide', 'organic']","['heavy', 'medium', 'light', 'wide', 'organic']",['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,120.0,False,3000.0,True,3.0,True,26.0,True,0,False,False,False,0.5733333333333334,0.6666666666666666,0.5,0.588,Low
2104,Trifolium pratense,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"red clover, broad red clover, broad-leaved clover, purple clover, meadow clover, honey-stalks, honeysuckle clover, trefle des pres, trefle rouge, trefle commun, Rotklee, trifoglio pratense, raudkl�ver, r�d-kl�ver, puna-apila, rau�sm�ri, trevo dos prados, trebol comun, r�dkl�ver, r�dv�pling, mj�lontuppor, Trifolii albi et rubri flos",herb,erect,"annual, biennial, perennial",multi stem,"forage/pasture, medicinals & aromatic",grown on large scale,18.0,25.0,4.0,40.0,700.0,1200.0,300.0,2100.0,6.0,7.5,4.5,8.2,34.0,30.0,64.0,68.0,3000.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"medium, organic","heavy, medium, light",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-5.0,0.0,long day (>14 hours),"steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), boreal (E)",,,,large scale/commercial,120.0,300.0,"['red clover', 'broad red clover', 'broad-leaved clover', 'purple clover', 'meadow clover', 'honey-stalks', 'honeysuckle clover', 'trefle des pres', 'trefle rouge', 'trefle commun', 'rotklee', 'trifoglio pratense', 'raudklver', 'rd-klver', 'puna-apila', 'rausmri', 'trevo dos prados', 'trebol comun', 'rdklver', 'rdvpling', 'mjlontuppor', 'trifolii albi et rubri flos']","['forage/pasture', 'medicinals & aromatic']","['steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)', 'temperate oceanic (do)', 'temperate continental (dc)', 'boreal (e)']",[],['grown on large scale'],"['annual', 'biennial', 'perennial']","['heavy', 'medium', 'light']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],['herb'],['multi stem'],['large scale/commercial'],[],[],[],['long day'],['long day (>14 hours)'],"['medium', 'organic']","['medium', 'organic']","['poorly', 'well']","['poorly (saturated >50% of year)', 'well (dry spells)']",['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,True,True,180.0,False,1800.0,True,3.6999999999999993,True,36.0,True,0,False,False,False,0.8,0.6666666666666666,0.5,0.678,Moderate
2105,Trifolium repens,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"white clover, Dutch clover, sheep's gowan, tr�fle blanc, trefle rampant, Weissklee, Lammerklee, trifoglio bianco, trevo branco, trebol blanco, vitklover, Trifolii albi et rubri flos",herb,prostrate/procumbent/semi-erect,perennial,multi stem,forage/pasture,grown on large scale,14.0,22.0,4.0,26.0,700.0,1200.0,300.0,2100.0,5.5,7.0,4.5,8.2,35.0,30.0,50.0,70.0,6000.0,very bright,cloudy skies,very bright,light shade,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",high,moderate,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),-2.0,0.0,long day (>14 hours),"steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)",,,,,90.0,240.0,"['white clover', 'dutch clover', ""sheep's gowan"", 'trfle blanc', 'trefle rampant', 'weissklee', 'lammerklee', 'trifoglio bianco', 'trevo branco', 'trebol blanco', 'vitklover', 'trifolii albi et rubri flos']",['forage/pasture'],"['steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'temperate oceanic (do)', 'temperate continental (dc)', 'temperate with humid winters (df)', 'temperate with dry winters (dw)', 'boreal (e)']",[],['grown on large scale'],['perennial'],"['heavy', 'medium', 'light']",['moderate'],[],['well (dry spells)'],['prostrate/procumbent/semi-erect'],['herb'],['multi stem'],[],[],[],[],['long day'],['long day (>14 hours)'],"['heavy', 'medium']","['heavy', 'medium']",['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,150.0,False,1800.0,True,3.6999999999999993,True,22.0,True,0,False,False,False,0.5466666666666666,0.6666666666666666,0.5,0.577,Low
2231,Carya illinoensis,(Wangenh.) C. Koch,Magnoliopsida:Hamamelidae:Juglandales:Juglandaceae,"Hicoria pecan (Marsh.) Britt., Carya oliviformis (Michx. f.) Nutt., Carya pecan (Marsh.) Engl. & Graebn.",Pecan,tree,erect,perennial,"deciduous, single stem","fruits & nuts, forest/wood",grown on small scale,15.0,35.0,5.0,40.0,600.0,1200.0,400.0,1800.0,5.5,7.0,5.0,7.5,25.0,20.0,40.0,40.0,800.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),deep (>>150 cm),"medium, light","heavy, medium, light, organic",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-20.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,"home garden, small scale (manual)",140.0,210.0,['pecan'],"['fruits & nuts', 'forest/wood']","['steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'temperate oceanic (do)', 'temperate continental (dc)', 'temperate with humid winters (df)', 'temperate with dry winters (dw)']","['hicoria pecan (marsh.) britt.', 'carya oliviformis (michx. f.) nutt.', 'carya pecan (marsh.) engl. & graebn.']",['grown on small scale'],['perennial'],"['heavy', 'medium', 'light', 'organic']",['moderate'],[],['well (dry spells)'],['erect'],['tree'],"['deciduous', 'single stem']","['home garden', 'small scale (manual)']",[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['deep'],['deep (>>150 cm)'],False,False,False,False,False,False,False,0,False,True,True,70.0,True,1400.0,False,2.5,True,35.0,True,0,False,False,False,0.8,0.6111111111111112,0.0,0.534,Low
